,visit_id,cookie_id,page_id,event_type,sequence_number,event_time
27184,ddd7ea,ca5acb,8,1,10,2020-03-22 21:48:49.463116
27185,ddd7ea,ca5acb,8,2,11,2020-03-22 21:49:42.620589
27186,ddd7ea,ca5acb,9,1,12,2020-03-22 21:50:09.973373
27187,ddd7ea,ca5acb,9,2,13,2020-03-22 21:51:05.216137
27188,ddd7ea,ca5acb,10,1,14,2020-03-22 21:52:04.466339
27189,ddd7ea,ca5acb,10,2,15,2020-03-22 21:52:26.100525
27190,ddd7ea,ca5acb,12,1,16,2020-03-22 21:53:08.482409
27191,ddd7ea,ca5acb,13,3,17,2020-03-22 21:53:12.621855
27192,382aca,5cf21f,2,1,1,2020-02-10 07:16:14.12701
27193,382aca,5cf21f,2,4,2,2020-02-10 07:16:55.795284
27194,382aca,5cf21f,2,5,3,2020-02-10 07:17:12.619885
27195,382aca,5cf21f,3,1,4,2020-02-10 07:17:42.221435
27196,382aca,5cf21f,3,2,5,2020-02-10 07:18:22.695069
27197,382aca,5cf21f,4,1,6,2020-02-10 07:18:50.053879
27198,382aca,5cf21f,4,2,7,2020-02-10 07:19:32.597014
27199,382aca,5cf21f,6,1,8,2020-02-10 07:20:26.162248
27200,382aca,5cf21f,6,2,9,2020-02-10 07:21:24.81294
27201,382aca,5cf21f,8,1,10,2020-02-10 07:21:31.955931
27202,382aca,5cf21f,8,2,11,2020-02-10 07:22:15.972532
27203,382aca,5cf21f,9,1,12,2020-02-10 07:23:06.700646
27204,382aca,5cf21f,9,2,13,2020-02-10 07:24:04.263367
27205,382aca,5cf21f,10,1,14,2020-02-10 07:24:56.773922
27206,382aca,5cf21f,10,2,15,2020-02-10 07:25:28.930209
27207,382aca,5cf21f,11,1,16,2020-02-10 07:25:30.418015
27208,382aca,5cf21f,11,2,17,2020-02-10 07:25:53.611731
27209,382aca,5cf21f,12,1,18,2020-02-10 07:26:53.282401
27210,382aca,5cf21f,13,3,19,2020-02-10 07:27:03.452259
27211,e5c62f,23ecdb,2,1,1,2020-03-31 16:38:55.206271
27212,e5c62f,23ecdb,2,4,2,2020-03-31 16:39:02.377204
27213,e5c62f,23ecdb,8,1,3,2020-03-31 16:39:38.947484
27214,e5c62f,23ecdb,8,2,4,2020-03-31 16:40:06.952544
27215,e5c62f,23ecdb,9,1,5,2020-03-31 16:40:33.620304
27216,e5c62f,23ecdb,9,2,6,2020-03-31 16:40:36.342508
27217,e5c62f,23ecdb,12,1,7,2020-03-31 16:40:55.392108
27218,e5c62f,23ecdb,13,3,8,2020-03-31 16:41:31.066211
27219,b213ef,b60112,2,1,1,2020-02-24 11:48:39.959118
27220,6c4995,64e2c8,2,1,1,2020-03-31 20:14:54.438105
27221,6c4995,64e2c8,2,4,2,2020-03-31 20:15:14.39442
27222,6c4995,64e2c8,2,5,3,2020-03-31 20:15:23.269037
27223,6c4995,64e2c8,3,1,4,2020-03-31 20:15:26.545929
27224,6c4995,64e2c8,3,2,5,2020-03-31 20:15:33.280861
27225,6c4995,64e2c8,4,1,6,2020-03-31 20:15:41.495166
27226,6c4995,64e2c8,5,1,7,2020-03-31 20:16:29.183557
27227,6c4995,64e2c8,5,2,8,2020-03-31 20:16:45.305194
27228,6c4995,64e2c8,6,1,9,2020-03-31 20:17:29.853524
27229,6c4995,64e2c8,6,2,10,2020-03-31 20:17:31.587407
27230,6c4995,64e2c8,8,1,11,2020-03-31 20:17:38.961393
27231,6c4995,64e2c8,8,2,12,2020-03-31 20:18:09.535666
27232,6c4995,64e2c8,9,1,13,2020-03-31 20:19:00.955278
27233,6c4995,64e2c8,9,2,14,2020-03-31 20:19:05.769641
27234,6c4995,64e2c8,11,1,15,2020-03-31 20:19:29.923662
27235,6c4995,64e2c8,11,2,16,2020-03-31 20:20:19.405995
27236,6c4995,64e2c8,12,1,17,2020-03-31 20:21:18.270777
27237,6c4995,64e2c8,13,3,18,2020-03-31 20:21:27.353863
27238,68f204,a5162a,2,1,1,2020-01-07 05:28:24.06314
27239,592389,38eaa0,2,1,1,2020-02-09 18:12:54.229325
27240,592389,38eaa0,2,4,2,2020-02-09 18:13:29.505837
27241,592389,38eaa0,3,1,3,2020-02-09 18:14:13.515538
27242,592389,38eaa0,3,2,4,2020-02-09 18:14:20.256268
27243,592389,38eaa0,4,1,5,2020-02-09 18:15:16.806576
27244,592389,38eaa0,4,2,6,2020-02-09 18:16:02.478997
27245,592389,38eaa0,6,1,7,2020-02-09 18:16:39.869929
27246,592389,38eaa0,7,1,8,2020-02-09 18:17:18.80037
27247,592389,38eaa0,7,2,9,2020-02-09 18:18:00.289087
27248,592389,38eaa0,10,1,10,2020-02-09 18:18:48.050208
27249,592389,38eaa0,10,2,11,2020-02-09 18:19:18.772338
27250,592389,38eaa0,12,1,12,2020-02-09 18:20:09.956338
27251,592389,38eaa0,13,3,13,2020-02-09 18:20:36.640984
27252,598472,99c849,2,1,1,2020-03-05 22:03:55.73116
27253,d02fc0,2ebe6a,2,1,1,2020-03-04 23:27:26.509444
27254,690dcb,12359b,2,1,1,2020-01-19 23:25:39.357087
27255,d64b74,ce3a75,2,1,1,2020-01-28 07:23:25.965878
27256,ca6436,f9ec4a,2,1,1,2020-04-15 15:44:21.403647
27257,180011,1a9a2a,2,1,1,2020-03-14 22:38:56.76036
27258,180011,1a9a2a,2,4,2,2020-03-14 22:39:46.220507
27259,180011,1a9a2a,2,5,3,2020-03-14 22:40:16.714256
27260,180011,1a9a2a,3,1,4,2020-03-14 22:41:11.1793
27261,180011,1a9a2a,3,2,5,2020-03-14 22:41:24.230894
27262,180011,1a9a2a,4,1,6,2020-03-14 22:42:09.337829
27263,180011,1a9a2a,4,2,7,2020-03-14 22:42:59.459552
27264,180011,1a9a2a,5,1,8,2020-03-14 22:43:27.679324
27265,180011,1a9a2a,5,2,9,2020-03-14 22:44:24.846302
27266,180011,1a9a2a,6,1,10,2020-03-14 22:44:42.361288
27267,180011,1a9a2a,6,2,11,2020-03-14 22:44:51.180634
27268,180011,1a9a2a,7,1,12,2020-03-14 22:45:09.466797
27269,180011,1a9a2a,7,2,13,2020-03-14 22:46:01.789609
27270,180011,1a9a2a,8,1,14,2020-03-14 22:46:54.448388
27271,180011,1a9a2a,8,2,15,2020-03-14 22:47:41.949673
27272,180011,1a9a2a,11,1,16,2020-03-14 22:48:15.413162
27273,180011,1a9a2a,11,2,17,2020-03-14 22:48:33.873251
27274,180011,1a9a2a,12,1,18,2020-03-14 22:49:13.508597
27275,827629,9c38c8,2,1,1,2020-03-31 17:00:23.576826
27276,827629,9c38c8,2,4,2,2020-03-31 17:01:15.683828
27277,827629,9c38c8,2,5,3,2020-03-31 17:01:52.505061
27278,827629,9c38c8,3,1,4,2020-03-31 17:02:28.895487
27279,827629,9c38c8,3,2,5,2020-03-31 17:03:18.363114
27280,827629,9c38c8,4,1,6,2020-03-31 17:03:55.066977
27281,827629,9c38c8,4,2,7,2020-03-31 17:04:27.360835
27282,827629,9c38c8,5,1,8,2020-03-31 17:05:12.097341
27283,827629,9c38c8,5,2,9,2020-03-31 17:06:01.836803
27284,827629,9c38c8,6,1,10,2020-03-31 17:06:05.00079
27285,827629,9c38c8,6,2,11,2020-03-31 17:06:45.450786
27286,827629,9c38c8,7,1,12,2020-03-31 17:07:05.311135
27287,827629,9c38c8,7,2,13,2020-03-31 17:07:12.525253
27288,827629,9c38c8,9,1,14,2020-03-31 17:08:10.231198
27289,827629,9c38c8,9,2,15,2020-03-31 17:08:32.094904
27290,827629,9c38c8,10,1,16,2020-03-31 17:08:39.443478
27291,827629,9c38c8,10,2,17,2020-03-31 17:09:37.146007
27292,827629,9c38c8,11,1,18,2020-03-31 17:10:15.325969
27293,827629,9c38c8,11,2,19,2020-03-31 17:10:57.955634
27294,827629,9c38c8,12,1,20,2020-03-31 17:11:38.563964
27295,827629,9c38c8,13,3,21,2020-03-31 17:12:22.637759
27296,1dc2dc,235b61,2,1,1,2020-01-10 12:31:40.264303
27297,4dbd09,0774fb,2,1,1,2020-02-13 09:39:36.654042
27298,9a5ecf,8bde00,2,1,1,2020-03-06 16:10:39.838285
27299,fe1332,501406,2,1,1,2020-04-12 21:16:06.818134
27300,fe1332,501406,2,4,2,2020-04-12 21:16:48.948507
27301,fe1332,501406,2,5,3,2020-04-12 21:17:29.372384
27302,fe1332,501406,3,1,4,2020-04-12 21:17:43.011646
27303,fe1332,501406,3,2,5,2020-04-12 21:18:39.098564
27304,fe1332,501406,4,1,6,2020-04-12 21:19:03.627421
27305,fe1332,501406,4,2,7,2020-04-12 21:19:25.282109
27306,fe1332,501406,5,1,8,2020-04-12 21:19:58.394597
27307,fe1332,501406,5,2,9,2020-04-12 21:20:39.44065
27308,fe1332,501406,6,1,10,2020-04-12 21:20:59.894768
27309,fe1332,501406,7,1,11,2020-04-12 21:21:57.106128
27310,fe1332,501406,7,2,12,2020-04-12 21:21:58.106165
27311,fe1332,501406,8,1,13,2020-04-12 21:22:46.579904
27312,fe1332,501406,8,2,14,2020-04-12 21:23:45.97344
27313,fe1332,501406,10,1,15,2020-04-12 21:24:41.496741
27314,fe1332,501406,10,2,16,2020-04-12 21:25:22.623825
27315,fe1332,501406,11,1,17,2020-04-12 21:25:28.067947
27316,fe1332,501406,12,1,18,2020-04-12 21:25:32.807198
27317,fe1332,501406,13,3,19,2020-04-12 21:25:37.336233
27318,0cb84e,16920d,2,1,1,2020-03-02 00:47:52.246629
27319,d5acab,7b0525,2,1,1,2020-03-13 21:10:12.821166
27320,b88f05,8bba89,2,1,1,2020-03-15 06:58:08.200083
27321,63cac7,74f56f,2,1,1,2020-02-16 04:52:19.892603
27322,63cac7,74f56f,2,4,2,2020-02-16 04:52:22.406108
27323,63cac7,74f56f,2,5,3,2020-02-16 04:52:24.037914
27324,63cac7,74f56f,3,1,4,2020-02-16 04:53:11.698716
27325,63cac7,74f56f,4,1,5,2020-02-16 04:54:00.865223
27326,63cac7,74f56f,6,1,6,2020-02-16 04:54:40.48807
27327,63cac7,74f56f,8,1,7,2020-02-16 04:55:07.299066
27328,63cac7,74f56f,8,2,8,2020-02-16 04:55:16.546112
27329,63cac7,74f56f,9,1,9,2020-02-16 04:55:59.722764
27330,63cac7,74f56f,9,2,10,2020-02-16 04:56:05.339168
27331,63cac7,74f56f,10,1,11,2020-02-16 04:56:35.12804
27332,63cac7,74f56f,10,2,12,2020-02-16 04:57:03.958198
27333,63cac7,74f56f,11,1,13,2020-02-16 04:57:55.805507
27334,63cac7,74f56f,11,2,14,2020-02-16 04:58:13.570069
27335,63cac7,74f56f,12,1,15,2020-02-16 04:58:22.761119
27336,63cac7,74f56f,13,3,16,2020-02-16 04:59:20.512114
27337,77cefd,863329,2,1,1,2020-01-26 21:34:28.304938
27338,77cefd,863329,2,4,2,2020-01-26 21:35:00.807595
27339,77cefd,863329,2,5,3,2020-01-26 21:35:16.328521
27340,77cefd,863329,3,1,4,2020-01-26 21:35:21.701341
27341,77cefd,863329,3,2,5,2020-01-26 21:35:48.499739
27342,77cefd,863329,4,1,6,2020-01-26 21:36:29.517818
27343,77cefd,863329,4,2,7,2020-01-26 21:37:00.318465
27344,77cefd,863329,5,1,8,2020-01-26 21:37:32.957538
27345,77cefd,863329,5,2,9,2020-01-26 21:37:34.410692
27346,77cefd,863329,6,1,10,2020-01-26 21:38:14.106808
27347,77cefd,863329,6,2,11,2020-01-26 21:38:22.678683
27348,77cefd,863329,7,1,12,2020-01-26 21:38:31.951235
27349,77cefd,863329,7,2,13,2020-01-26 21:39:05.485832
27350,77cefd,863329,9,1,14,2020-01-26 21:39:05.591542
27351,77cefd,863329,9,2,15,2020-01-26 21:39:44.809168
27352,77cefd,863329,10,1,16,2020-01-26 21:39:59.250398
27353,77cefd,863329,10,2,17,2020-01-26 21:40:37.37181
27354,77cefd,863329,11,1,18,2020-01-26 21:41:24.00297
27355,77cefd,863329,11,2,19,2020-01-26 21:42:15.160259
27356,77cefd,863329,12,1,20,2020-01-26 21:42:39.888136
27357,77cefd,863329,13,3,21,2020-01-26 21:42:50.424639
27358,dc509f,ae2a28,2,1,1,2020-01-30 20:34:05.227518
27359,dc509f,ae2a28,2,4,2,2020-01-30 20:34:40.649855
27360,dc509f,ae2a28,2,5,3,2020-01-30 20:35:12.786183
27361,dc509f,ae2a28,3,1,4,2020-01-30 20:36:05.348827
27362,dc509f,ae2a28,3,2,5,2020-01-30 20:36:20.10261
27363,dc509f,ae2a28,4,1,6,2020-01-30 20:36:27.66973
27364,dc509f,ae2a28,4,2,7,2020-01-30 20:37:16.027401
27365,dc509f,ae2a28,5,1,8,2020-01-30 20:38:08.130475
27366,dc509f,ae2a28,5,2,9,2020-01-30 20:38:55.652843
27367,dc509f,ae2a28,6,1,10,2020-01-30 20:39:08.171477
27368,dc509f,ae2a28,6,2,11,2020-01-30 20:39:40.262292
27369,dc509f,ae2a28,7,1,12,2020-01-30 20:39:43.480563
27370,dc509f,ae2a28,7,2,13,2020-01-30 20:40:23.203964
27371,dc509f,ae2a28,8,1,14,2020-01-30 20:40:24.104685
27372,dc509f,ae2a28,10,1,15,2020-01-30 20:40:36.431972
27373,dc509f,ae2a28,11,1,16,2020-01-30 20:41:05.26327
27374,dc509f,ae2a28,11,2,17,2020-01-30 20:41:37.740977
27375,dc509f,ae2a28,12,1,18,2020-01-30 20:41:38.162456
27376,dc509f,ae2a28,13,3,19,2020-01-30 20:42:24.711129
27377,6db4a3,2113aa,2,1,1,2020-03-05 07:18:28.763594
27378,6db4a3,2113aa,2,4,2,2020-03-05 07:19:16.588312
27379,6db4a3,2113aa,3,1,3,2020-03-05 07:20:08.279933
27380,6db4a3,2113aa,6,1,4,2020-03-05 07:20:59.485659
27381,6db4a3,2113aa,7,1,5,2020-03-05 07:21:15.807914
27382,6db4a3,2113aa,7,2,6,2020-03-05 07:22:05.692483
27383,6db4a3,2113aa,11,1,7,2020-03-05 07:22:24.325022
27384,6db4a3,2113aa,12,1,8,2020-03-05 07:23:06.334511
27385,6db4a3,2113aa,13,3,9,2020-03-05 07:23:21.975555
27386,664cb9,595fd2,2,1,1,2020-02-28 03:17:24.56771
27387,664cb9,595fd2,2,4,2,2020-02-28 03:18:16.546748
27388,664cb9,595fd2,2,5,3,2020-02-28 03:18:57.099221
27389,664cb9,595fd2,3,1,4,2020-02-28 03:19:03.461097
27390,664cb9,595fd2,3,2,5,2020-02-28 03:19:22.943712
27391,664cb9,595fd2,4,1,6,2020-02-28 03:20:07.790946
27392,664cb9,595fd2,4,2,7,2020-02-28 03:20:21.623194
27393,664cb9,595fd2,7,1,8,2020-02-28 03:21:15.869748
27394,664cb9,595fd2,7,2,9,2020-02-28 03:21:30.53052
27395,664cb9,595fd2,8,1,10,2020-02-28 03:21:48.835994
27396,664cb9,595fd2,8,2,11,2020-02-28 03:22:06.385226
27397,664cb9,595fd2,9,1,12,2020-02-28 03:23:05.407349
27398,664cb9,595fd2,9,2,13,2020-02-28 03:23:14.324982
27399,664cb9,595fd2,10,1,14,2020-02-28 03:24:04.702321
27400,664cb9,595fd2,10,2,15,2020-02-28 03:25:02.610869
27401,664cb9,595fd2,11,1,16,2020-02-28 03:25:52.838403
27402,664cb9,595fd2,12,1,17,2020-02-28 03:25:58.594843
27403,664cb9,595fd2,13,3,18,2020-02-28 03:26:43.380808
27404,29a0b0,cdecf8,2,1,1,2020-01-26 17:44:08.728768
27405,b5159c,cf70f0,2,1,1,2020-02-23 03:52:44.203712
27406,e0fceb,a7dc45,2,1,1,2020-01-06 23:18:01.180653
27407,dd5650,c796bd,2,1,1,2020-02-10 07:50:24.946055
27408,dd5650,c796bd,2,4,2,2020-02-10 07:50:59.738755
27409,dd5650,c796bd,3,1,3,2020-02-10 07:51:55.715622
27410,dd5650,c796bd,3,2,4,2020-02-10 07:52:48.104566
27411,dd5650,c796bd,4,1,5,2020-02-10 07:53:34.413899
27412,dd5650,c796bd,9,1,6,2020-02-10 07:53:49.177692
27413,dd5650,c796bd,11,1,7,2020-02-10 07:54:03.746888
27414,dd5650,c796bd,12,1,8,2020-02-10 07:54:37.367666
27415,dd5650,c796bd,13,3,9,2020-02-10 07:54:44.84727
27416,dfe55d,2986f6,2,1,1,2020-01-28 18:53:11.53856
27417,dfe55d,2986f6,2,4,2,2020-01-28 18:53:49.770742
27418,dfe55d,2986f6,2,5,3,2020-01-28 18:54:38.140925
27419,dfe55d,2986f6,3,1,4,2020-01-28 18:55:09.781439
27420,dfe55d,2986f6,3,2,5,2020-01-28 18:55:29.024502
27421,dfe55d,2986f6,4,1,6,2020-01-28 18:55:48.167519
27422,dfe55d,2986f6,4,2,7,2020-01-28 18:55:49.642948
27423,dfe55d,2986f6,6,1,8,2020-01-28 18:56:07.659148
27424,dfe55d,2986f6,6,2,9,2020-01-28 18:57:06.064941
27425,dfe55d,2986f6,7,1,10,2020-01-28 18:57:33.018289
27426,dfe55d,2986f6,7,2,11,2020-01-28 18:58:05.035464
27427,dfe55d,2986f6,9,1,12,2020-01-28 18:58:50.615354
27428,dfe55d,2986f6,9,2,13,2020-01-28 18:59:26.361525
27429,dfe55d,2986f6,10,1,14,2020-01-28 19:00:20.024633
27430,dfe55d,2986f6,10,2,15,2020-01-28 19:00:43.833511
27431,dfe55d,2986f6,11,1,16,2020-01-28 19:01:31.73992
27432,dfe55d,2986f6,11,2,17,2020-01-28 19:02:16.667618
27433,dfe55d,2986f6,12,1,18,2020-01-28 19:02:25.948391
27434,dfe55d,2986f6,13,3,19,2020-01-28 19:02:39.244279
27435,ad5670,322fd1,2,1,1,2020-02-28 11:08:02.010317
27436,ad5670,322fd1,2,4,2,2020-02-28 11:08:02.885962
27437,ad5670,322fd1,2,5,3,2020-02-28 11:08:41.04407
27438,ad5670,322fd1,3,1,4,2020-02-28 11:08:45.781667
27439,ad5670,322fd1,3,2,5,2020-02-28 11:09:02.644293
27440,ad5670,322fd1,4,1,6,2020-02-28 11:09:12.00587
27441,ad5670,322fd1,4,2,7,2020-02-28 11:09:27.521969
27442,ad5670,322fd1,5,1,8,2020-02-28 11:09:57.257845
27443,ad5670,322fd1,6,1,9,2020-02-28 11:10:25.274632
27444,ad5670,322fd1,6,2,10,2020-02-28 11:10:34.506548
27445,ad5670,322fd1,7,1,11,2020-02-28 11:10:43.637124
27446,ad5670,322fd1,7,2,12,2020-02-28 11:10:57.126374
27447,ad5670,322fd1,8,1,13,2020-02-28 11:11:40.082521
27448,ad5670,322fd1,8,2,14,2020-02-28 11:12:12.319146
27449,ad5670,322fd1,9,1,15,2020-02-28 11:12:33.843878
27450,ad5670,322fd1,9,2,16,2020-02-28 11:12:50.803278
27451,ad5670,322fd1,10,1,17,2020-02-28 11:13:26.044982
27452,ad5670,322fd1,10,2,18,2020-02-28 11:13:35.242646
27453,ad5670,322fd1,12,1,19,2020-02-28 11:13:35.270433
27454,ad5670,322fd1,13,3,20,2020-02-28 11:14:22.266873
27455,575a03,3f0641,2,1,1,2020-03-21 19:11:50.220427
27456,575a03,3f0641,2,4,2,2020-03-21 19:12:23.78876
27457,575a03,3f0641,2,5,3,2020-03-21 19:12:41.943632
27458,575a03,3f0641,3,1,4,2020-03-21 19:12:46.510125
27459,575a03,3f0641,4,1,5,2020-03-21 19:12:48.759292
27460,575a03,3f0641,4,2,6,2020-03-21 19:13:32.9232
27461,575a03,3f0641,5,1,7,2020-03-21 19:14:08.30814
27462,575a03,3f0641,5,2,8,2020-03-21 19:14:15.59145
27463,575a03,3f0641,6,1,9,2020-03-21 19:15:15.082759
27464,575a03,3f0641,6,2,10,2020-03-21 19:15:32.711493
27465,575a03,3f0641,7,1,11,2020-03-21 19:15:46.462967
27466,575a03,3f0641,8,1,12,2020-03-21 19:16:35.319596
27467,575a03,3f0641,9,1,13,2020-03-21 19:16:56.672155
27468,575a03,3f0641,9,2,14,2020-03-21 19:17:24.710754
27469,575a03,3f0641,10,1,15,2020-03-21 19:17:29.58213
27470,575a03,3f0641,11,1,16,2020-03-21 19:18:06.095617
27471,575a03,3f0641,11,2,17,2020-03-21 19:18:38.071705
27472,575a03,3f0641,12,1,18,2020-03-21 19:18:51.25268
27473,575a03,3f0641,13,3,19,2020-03-21 19:19:19.089313
27474,541bc9,16fcc5,2,1,1,2020-02-16 06:02:25.410255
27475,6b2867,dbe2d6,2,1,1,2020-02-24 17:08:20.339934
27476,6b2867,dbe2d6,2,4,2,2020-02-24 17:08:52.139084
27477,6b2867,dbe2d6,2,5,3,2020-02-24 17:09:08.758953
27478,6b2867,dbe2d6,3,1,4,2020-02-24 17:09:17.384654
27479,6b2867,dbe2d6,3,2,5,2020-02-24 17:10:09.098069
27480,6b2867,dbe2d6,5,1,6,2020-02-24 17:10:21.785397
27481,6b2867,dbe2d6,6,1,7,2020-02-24 17:11:16.505334
27482,6b2867,dbe2d6,6,2,8,2020-02-24 17:11:59.772784
27483,6b2867,dbe2d6,7,1,9,2020-02-24 17:12:34.55069
27484,6b2867,dbe2d6,7,2,10,2020-02-24 17:12:36.70122
27485,6b2867,dbe2d6,8,1,11,2020-02-24 17:13:13.599872
27486,6b2867,dbe2d6,8,2,12,2020-02-24 17:14:04.480333
27487,6b2867,dbe2d6,9,1,13,2020-02-24 17:14:55.689024
27488,6b2867,dbe2d6,9,2,14,2020-02-24 17:15:30.359621
27489,6b2867,dbe2d6,10,1,15,2020-02-24 17:15:52.094945
27490,6b2867,dbe2d6,10,2,16,2020-02-24 17:16:41.417956
27491,6b2867,dbe2d6,11,1,17,2020-02-24 17:17:09.349602
27492,6b2867,dbe2d6,11,2,18,2020-02-24 17:17:55.501468
27493,6b2867,dbe2d6,12,1,19,2020-02-24 17:18:22.639502
27494,6b2867,dbe2d6,13,3,20,2020-02-24 17:18:59.790496
27495,7b1d35,9394d9,2,1,1,2020-02-28 00:28:57.234698
27496,7b1d35,9394d9,2,4,2,2020-02-28 00:29:13.709648
27497,7b1d35,9394d9,2,5,3,2020-02-28 00:29:18.322859
27498,7b1d35,9394d9,3,1,4,2020-02-28 00:29:42.093555
27499,7b1d35,9394d9,3,2,5,2020-02-28 00:29:58.83623
27500,7b1d35,9394d9,4,1,6,2020-02-28 00:30:57.009494
27501,7b1d35,9394d9,4,2,7,2020-02-28 00:31:52.836121
27502,7b1d35,9394d9,5,1,8,2020-02-28 00:32:26.743454
27503,7b1d35,9394d9,6,1,9,2020-02-28 00:32:44.22063
27504,7b1d35,9394d9,6,2,10,2020-02-28 00:33:12.307978
27505,7b1d35,9394d9,7,1,11,2020-02-28 00:34:12.156236
27506,7b1d35,9394d9,7,2,12,2020-02-28 00:34:47.55695
27507,7b1d35,9394d9,10,1,13,2020-02-28 00:35:39.955998
27508,7b1d35,9394d9,10,2,14,2020-02-28 00:36:29.765874
27509,7b1d35,9394d9,11,1,15,2020-02-28 00:36:32.373073
27510,7b1d35,9394d9,11,2,16,2020-02-28 00:37:11.708867
27511,7b1d35,9394d9,12,1,17,2020-02-28 00:37:23.645833
27512,7b1d35,9394d9,13,3,18,2020-02-28 00:37:45.222655
27513,0186ac,8ea6b2,2,1,1,2020-02-20 23:30:13.675286
27514,0186ac,8ea6b2,2,4,2,2020-02-20 23:30:36.43102
27515,0186ac,8ea6b2,2,5,3,2020-02-20 23:31:32.008416
27516,0186ac,8ea6b2,3,1,4,2020-02-20 23:32:27.199181
27517,0186ac,8ea6b2,3,2,5,2020-02-20 23:32:57.803738
27518,0186ac,8ea6b2,4,1,6,2020-02-20 23:33:41.056781
27519,0186ac,8ea6b2,4,2,7,2020-02-20 23:34:19.766654
27520,0186ac,8ea6b2,6,1,8,2020-02-20 23:34:29.529113
27521,0186ac,8ea6b2,6,2,9,2020-02-20 23:35:10.017387
27522,0186ac,8ea6b2,7,1,10,2020-02-20 23:36:07.238623
27523,0186ac,8ea6b2,7,2,11,2020-02-20 23:36:36.78637
27524,0186ac,8ea6b2,8,1,12,2020-02-20 23:36:37.414612
27525,0186ac,8ea6b2,8,2,13,2020-02-20 23:36:59.362351
27526,0186ac,8ea6b2,9,1,14,2020-02-20 23:37:56.064313
27527,0186ac,8ea6b2,10,1,15,2020-02-20 23:38:35.711769
27528,0186ac,8ea6b2,10,2,16,2020-02-20 23:39:22.060459
27529,0186ac,8ea6b2,12,1,17,2020-02-20 23:39:31.749872
27530,0186ac,8ea6b2,13,3,18,2020-02-20 23:40:25.749457
27531,427146,f31bfd,2,1,1,2020-03-14 19:10:39.454024
27532,c0d6af,957b3a,2,1,1,2020-03-13 06:24:39.714277
27533,c0d6af,957b3a,2,4,2,2020-03-13 06:25:00.173285
27534,c0d6af,957b3a,2,5,3,2020-03-13 06:25:56.204751
27535,c0d6af,957b3a,3,1,4,2020-03-13 06:26:46.629269
27536,c0d6af,957b3a,3,2,5,2020-03-13 06:27:32.182281
27537,c0d6af,957b3a,4,1,6,2020-03-13 06:27:45.756574
27538,c0d6af,957b3a,4,2,7,2020-03-13 06:27:48.403711
27539,c0d6af,957b3a,5,1,8,2020-03-13 06:28:42.075725
27540,c0d6af,957b3a,6,1,9,2020-03-13 06:29:04.968243
27541,c0d6af,957b3a,6,2,10,2020-03-13 06:29:15.410223
27542,c0d6af,957b3a,7,1,11,2020-03-13 06:30:00.345079
27543,c0d6af,957b3a,8,1,12,2020-03-13 06:30:46.629975
27544,c0d6af,957b3a,9,1,13,2020-03-13 06:30:52.77061
27545,c0d6af,957b3a,9,2,14,2020-03-13 06:31:27.223902
27546,c0d6af,957b3a,10,1,15,2020-03-13 06:32:02.16867
27547,c0d6af,957b3a,10,2,16,2020-03-13 06:32:19.419864
27548,c0d6af,957b3a,11,1,17,2020-03-13 06:32:41.681682
27549,c0d6af,957b3a,11,2,18,2020-03-13 06:32:57.306799
27550,c0d6af,957b3a,12,1,19,2020-03-13 06:33:27.232336
27551,c0d6af,957b3a,13,3,20,2020-03-13 06:33:44.498575
27552,6116aa,cca605,2,1,1,2020-02-06 07:13:30.864977
27553,ccb264,1d97a9,2,1,1,2020-02-23 00:49:54.523177
27554,ccb264,1d97a9,2,4,2,2020-02-23 00:50:22.356226
27555,ccb264,1d97a9,2,5,3,2020-02-23 00:50:34.296841
27556,ccb264,1d97a9,3,1,4,2020-02-23 00:51:21.316811
27557,ccb264,1d97a9,3,2,5,2020-02-23 00:51:43.972039
27558,ccb264,1d97a9,4,1,6,2020-02-23 00:52:21.602836
27559,ccb264,1d97a9,4,2,7,2020-02-23 00:53:19.285556
27560,ccb264,1d97a9,5,1,8,2020-02-23 00:53:20.397117
27561,ccb264,1d97a9,5,2,9,2020-02-23 00:54:02.26741
27562,ccb264,1d97a9,6,1,10,2020-02-23 00:54:28.809328
27563,ccb264,1d97a9,6,2,11,2020-02-23 00:55:26.191692
27564,ccb264,1d97a9,7,1,12,2020-02-23 00:56:22.530361
27565,ccb264,1d97a9,7,2,13,2020-02-23 00:56:58.473117
27566,ccb264,1d97a9,8,1,14,2020-02-23 00:57:49.68995
27567,ccb264,1d97a9,8,2,15,2020-02-23 00:57:57.106982
27568,ccb264,1d97a9,9,1,16,2020-02-23 00:58:49.272891
27569,ccb264,1d97a9,9,2,17,2020-02-23 00:59:29.551921
27570,ccb264,1d97a9,11,1,18,2020-02-23 01:00:08.293707
27571,ccb264,1d97a9,11,2,19,2020-02-23 01:00:15.033505
27572,ccb264,1d97a9,12,1,20,2020-02-23 01:01:12.26485
27573,ccb264,1d97a9,13,3,21,2020-02-23 01:01:48.764448
27574,8dd368,2e33e0,2,1,1,2020-03-20 18:41:18.043692
27575,c8c908,7c3d5f,2,1,1,2020-02-18 13:54:52.550433
27576,3003e0,c021a4,2,1,1,2020-04-06 11:10:24.566051
27577,ddc201,4978b8,2,1,1,2020-02-12 08:04:32.175322
27578,ddc201,4978b8,2,4,2,2020-02-12 08:05:24.257453
